,title
1833, 계명대 포스텍과 융복합 인재 양성 협력키로
1834,[인터뷰] 신명호 검사 생활 마무리 에서 변호사로 새 출발
1835,"교육청 학교 업무 재정비…""실효성 낮은 158개 사업 폐지·개선"""
1836, 결식우려 아동 겪는 낙인감… 디지털 비대면 전환으로 해소
1837, 제22회 국제식품산업전 개최...식품 트렌드를 한 눈에
1838,제2회 청소년동아리경진대회 동네잔치
1839,적십자사 우진엘리베이터 코로나 위기가정 위한 '씀씀이가 바른기업'가입
1840,강서소방서 소방공무원 청렴친절 교육
1841,영남이공대 교육청 일학습병행 우수협력기관 선정
1842,TBC) 아파트 매매가 45주 연속 하락
1843,-한국가스공사 프로농구단 연고지 협약체결
1844,술집 창업 프랜차이즈 '오늘술집 주다방' 동성로점 신규 오픈
1845,한의대 경북권 장애학생 대학생활 체험 프로그램 2년 연속 선정
1846,"홍준표 장 ""군부대 통합이전 연내 가화"""
1847, 북구 자율방범대 초소 수선비 지원
1848,의회 공공설관리공단 이사장 인사청문회 실
1849,후배 성추행 前 FC 프로축구 선수에 징역 5년 구형
1850,제22회 국제식품산업전 내일 엑스코서 개막
1851,"복지부 "" 첨단의료복합단지 재정 자립도 60%대도 힘들어"""
1852,[B tv 뉴스]'일한 만큼 보상' 민간형 노인일자리 확산
1853,보건대 임상병리학과 청소년 발명 아이디어 경진대회서 대상 수상
1854,립예술단 민행복 콘서트 개최
1855,경북도 민 대상 '귀농귀촌' 홍보…엑스코 박람회 참가
1856, 다사농협 직원 고객의 보이스피싱 피해 막아
1857,공업대학교 헤어디자인과 창업동아리 왁싱 프로그램 교육 실
1858," 수성구·포항 남구 조정대상지역 해제…""지역 부동산엔 제한적 영향"" 전..."
1859,지방국세청 납세자에 편의 제공한 '올해의 우수직원 11명' 포상
1860, 청년 귀환 채널구축 수도권 사업설명회 성료
1861,한의대-롯데아울렛 율하점 산학협력 업무협약
1862,윤석준 동구청장 사회적경제조직 합동 교육
1863, 수출 18개월 연속 성장세… 경북은 상승 반전
1864,'2023 AFC 아안컵 유치' 총력…경북서 경기 요청
1865," ""신공항 활주로 3.8㎞…간당 50회 이상 운항 가능해야"""
1866, 달성군 2022년 찾아가는 자원봉사대학 개최
1867, 새마을회장단 동구청 방문 간담회
1868, 코로나19 2955명 신규확진 사망 4명
1869,"""수많은 호남 의병들 형무소서 이슬로…"""
1870, 새마을회장단 동구청 방문 간담회
1871, 중구청 근대골목 '아트체험' 행사 운영
1872,지역 금복주 신제품 '제로 투(zero 2)' 출
1873,동부경찰 잔소리 격분 사촌형 흉기로 위협한 50대 검거
1874,[B tv 뉴스]경북통합신공항 개항 30년 후 인천공항 2/3규모 확대
1875, 영남이공대 교육청으로부터 일학습병행 우수협력기관 선정
1876,[포토]고산정수사업소 현장 방문 중인 홍준표 장
1877,“어제(20일) 에서 만취한 여성 운전자가 분식집으로 돌진했습니다” (영...
1878, 달서구 빌라 화재…20대 여성 2도 화상
1879, 수성·포항남 부동산 조정지역 해제
1880, 수성·포항남 부동산 조정지역 해제
1881,지역 공공도서관·학교 '독서의 달' 행사
1882, 수출초보기업에 맞춤형 지원·수출 활력 제고
1883,에서 취재진 질문 받는 안철수 의원
1884,DGB은행 ‘즐겨 쓰는 5개 영역 할인’ DGB i 카드 출
1885,DGB은행 중구 지역민과 함께하는 ‘동행 도락’ 나눔 행사
1886," ""클릭 한 번으로 호텔·놀이설 등 할인"""
1887,“불화 때문에...” 서 아내 살해 후 유기한 60대 구속 송치
1888,[B tv 뉴스]<탄소중립 '지금 우리는'> 현풍중학교 텀블러데이
1889,"[] ""신공항 2단계...민간 전용 활주로 추가 건설"""
1890,[동정] 조재구 남구청장
1891,"[] ""신공항 2단계...민간 전용 활주로 추가 건설"""
1892,주한 키르기스스탄 대사 대한민국 의료의 메카 '메디티' 방문
1893, 수출초보기업 맞춤형 지원 나선다
1894,[포토뉴스] 교육청 직업교육 박람회...로봇 알고리즘 개발 체험하는 학...
1895,DGB은행 지역민과 함께하는 '동행 도락' 나눔 행사 진행
1896,청년이여 로 욜로온나
1897, 제15회 치매극복의 날 기념식 개최
1898,보건대-경남도립거창대학 대학원격교육지원 활성화 위해 ‘협력’
1899,지검 '수상한 외환거래' 중국계 한국인 구속영장 청구(종합)
1900, 서구 달콤한 인문학 콘서트 개최
1901,보건대 예비 언어재활사 선서식 개최
1902,·경북 가끔 구름 많음…경북동해안 5mm내외 비
1903,"군위군수 국회 방문해 "" 편입 약속 지켜달라"""
1904,보건대학교 임상병리학과 청소년 발명 아이디어 경진대회서 대상 수상
1905,[동정] 류한국 서구청장
1906,홍준표 장 가창댐·공산댐 등 권 댐 잇따라 방문
1907,[포토뉴스] 매일 탑 리더스 아카데미서 특강하는 홍준표 장
1908, 수출초보기업 맞춤형 해외 진출 지원
1909,[동정] 홍준표 장
1910,[동정] 홍준표 장
1911,코로나 이후 택배노동자 산업재해 신청건수 6배 늘었다… 내 지원조례 2곳...
1912, 중구청 '2023  문화재 야행' 국비지원 선정
1913, 동구청 이색적인 통화 연결음으로 청렴 홍보
1914,[포토] 김광진 광주 문화경제부장 '2022 국제식품대전' 개막식 ...
1915,한의대 동의한방촌 교육청 교직원 한방 웰니스 직무체험 연수
1916, 상수도사업본부 운문ㆍ가창댐 저수율 회복으로 수계 정상화
1917,"퀴어문화축제 10월1일 개최…""인권축제·연대의 장"""
1918,병든 낙타 방치해 숨지게 한 의 한 동물원 운영자 징역형의 집유 선고
1919, 금호강 100리길 도의 발코니로 만든다.
1920,-가스공사 프로농구단 연고지 협약
1921,부동산원·경찰청 범죄 피해자 지원 사회안전망 구축 MOU
1922,신천 수변공원화 사업 발표하는  홍성주 환경수자원국장
1923, 구청장·군수협의회 포항 태풍피해 복구 성금 1000만원 전달
1924,DGB은행 지역민과 함께하는 ‘동행 도락’ 나눔 행사 펼쳐
1925,"국방부 ""가 군부대 통합 이전 요청한다면 적극 검토할 것"""
1926,홍준표 장 가창댐 외 현장 확인
1927,DGB은행 지방은행 첫 '레드크로스 아너스 기업' 선정
1928,'업소 유착' 징계받은 경찰 ·경북 3명
1929,강민구 民당 위원장 “4년 후 떠날 홍준표 장 저지레 우려”
1930, 무료 인플루엔자 예방접종 순차적 실
1931, 자살예방의 날 복지부 장관 표창
1932,'대경연' 31년 만에 분리… 자체 연구원 설립 추진
1933,‘역 센트레빌 더 오페라’ 9월 30일 견본주택 오픈
1934, 동구보건소 보건복지부 장관 표창
1935,국제 바칼로레아 본부 회장단 서 IB교육 발전 방향 모색
1936,보건대학교 고연오 학생 중소벤처기업부장관상(대상) 수상
1937, 남구청 '고미술과 인사하기' 신천둔치서 개최
1938, '코로나19' 확진자 942명...사망 1명
1939,[오늘 날씨] ·경북 출근길 기온 뚝... 낮 최고 24도
1940,관광 라이브커머스 2차 9월 특별기획전 작
1941, 경북연구원 분리해 자체 연구원 설립
1942,교육청 '2022 직업교육박람회 특.마 페스티벌' 개최
1943,제9대 의회 '제2기 정책연구위원회' 위촉식 개최
1944, 달성토성마을축제 '별을 밝히다' 개최
1945, 달성군에 100대 피아노 화음 울려 퍼진다
1946,부산· 등 지방 41곳 '조정대상지역' 해제…서울·수도권 다수 '투기과열...
1947,사이버대 2022 DCU 가을 페스티벌 개최
1948, 수성구 SW핵심인재 양성 일자리 창출 추진
1949,DGB은행 중구 지역민과 함께하는 '동행 도락' 나눔 행사
1950, 제8회 청년주간 개최
1951,DGB은행 중구 지역민과 함께하는 '동행 도락' 나눔 행사
1952,도철도 순환선의 방향은?…유력 'AGT방식' 특징·향후 과제는
1953, 초등학교 어린이보호구역 15% 관리부실
1954,[노인영의 풍수이야기] <3> 동구 상중심 마을과 응해산
1955,한의대 청소년교육상담학과와 반려동물보건학과 치유도우미견과 함께하...
1956, 경북연구원 분리해 자체 연구원 설립
1957,"""악취 차단""  은행 열매 조기 채취 나선다"
1958, 서구 비산2.3동 '달성토성마을골목축제' 개최
1959,설공단 ‘옛날 사진 공모전’수상작 메타버스 전회 개최
1960,영양군 청기면  도심 한복판서 농·특산물 직거래 행사 성황
1961,IB 도입 3년…교육청 “확산 위해 대입제도 개선”
1962, 서구 비산2.3동 달성토성마을골목축제 개최
1963,제주 진성욱 전 퇴장 징계 사후 감면
1964, 상수도사업본부 운문댐 등 저수율 회복 수계 정상화
1965,창립 20주년 신용회복위 경북지원단 기부물품 전달 및 신용상담 진행
1966, 동구 '막걸리 문화축제' 24~25일 불로전통장
1967,"김신영 ""전국노래자랑  오프닝 후 대성통곡…출연료는 주는 대로"""
1968,한의대-지노인전문병원 의료분야 공동발전 업무협약 체결
1969, 지자체 자살예방사업 우수기관 선정 쾌거
1970,‘골든벨 스템’ 도입한  프랜차이즈 ‘한고집’
1971, 신천을 생태·문화·활력·스마트한 고품격 수변공원으로 조성
1972,산업부 '수출현장지원단' 본격 가동… 성서산업단지서 첫 활동
1973,삼성만 만나면 천하무적 KT 연장 혈투 끝에 9-7 승 [ 리뷰]
1974, 달성군 찾아가는 자원봉사대학 개최
1975, 수성구 취약계층 아동 가정에 해충 방역 방역업체와 업무협약
1976, 서구문화회관 마토콘서트 '비상(飛上)' 공연 개최
1977, 동구 5층 빌라서 화재…2000여만원 재산피해
1978,이태훈 달서구청장 달서구노인복지정책위원회 회의
1979, 무상급식·내버스 보조금 들여다본다
1980,"민주당 강민구 위원장 ""홍준표 정 감·차기 총선 2석 이상 확보하겠..."
1981," ""대학생 학자금대출 부담 덜어드립니다"""
1982,'수상한 외환 거래' 추적 지검 우리은행 본점 압수수색
1983,은행 지역민과 함께하는 '동행 도락' 나눔 행사
1984,'전 2골 1도움' 전북 바로우 K리그1 31라운드 MVP
1985,경북서 각 2천명대 신규 확진… 5명 경북 2명 사망
1986,국내 유일  액티브니어박람회 10월 개최
1987,강은희 교육감 전국체전 출전 선수 격려
1988, 동구청 뮤지컬 '신숭겸' 공연 개최
1989,메가젠임플란트  성서5차산단에 제2공장 설립한다
1990,동구청·수성구청·고산도서관 [소식]
1991,[한국가스공사- 연고 협약] 홍준표 장 “민을 대표해 감사...
1992,2022  베이비키즈 박람회 15일 엑스코서 개막
1993,가톨릭대 2022 DCU  리크루트 투어 개최
1994,지법 포항지원 길고양이 학대하고 죽인 30대 '징역 2년 6월' 실형
1995,변호사회 '애산인권상' 초대 수상자 이용수 할머니 서울변호사회 '민인...
1996, 경북연구원 분리해 '자체 연구원 설립' 추진
1997,보건대 예비 언어재활사 선서식 개최
1998,국제오페라축제 23일 ‘토란도트’로 개막
1999, 달성군 석회유황합제 수요조사 벌인다
